day,category,channel,device,revenue_krw
2026-07-01,all,ch066,dv009,100
2026-06-01,all,ch066,dv010,101
2026-07-01,all,ch067,dv000,102
2026-06-01,all,ch067,dv001,103
2026-07-01,all,ch067,dv002,104
2026-06-01,all,ch067,dv003,105
2026-07-01,all,ch067,dv004,106
2026-06-01,all,ch067,dv005,100
2026-07-01,all,ch067,dv006,101
2026-06-01,all,ch067,dv007,102
2026-07-01,all,ch067,dv008,103
2026-06-01,all,ch067,dv009,104
2026-07-01,all,ch067,dv010,105
2026-06-01,all,ch068,dv000,106
2026-07-01,all,ch068,dv001,100
2026-06-01,all,ch068,dv002,101
2026-07-01,all,ch068,dv003,102
2026-06-01,all,ch068,dv004,103
2026-07-01,all,ch068,dv005,104
2026-06-01,all,ch068,dv006,105
2026-07-01,all,ch068,dv007,106
2026-06-01,all,ch068,dv008,100
2026-07-01,all,ch068,dv009,101
2026-06-01,all,ch068,dv010,102
2026-07-01,all,ch069,dv000,103
2026-06-01,all,ch069,dv001,104
2026-07-01,all,ch069,dv002,105
2026-06-01,all,ch069,dv003,106
2026-07-01,all,ch069,dv004,100
2026-06-01,all,ch069,dv005,101
2026-07-01,all,ch069,dv006,102
2026-06-01,all,ch069,dv007,103
2026-07-01,all,ch069,dv008,104
2026-06-01,all,ch069,dv009,105
2026-07-01,all,ch069,dv010,106
2026-06-01,all,ch070,dv000,100
2026-07-01,all,ch070,dv001,101
2026-06-01,all,ch070,dv002,102
2026-07-01,all,ch070,dv003,103
2026-06-01,all,ch070,dv004,104
2026-07-01,all,ch070,dv005,105
2026-06-01,all,ch070,dv006,106
2026-07-01,all,ch070,dv007,100
2026-06-01,all,ch070,dv008,101
2026-07-01,all,ch070,dv009,102
2026-06-01,all,ch070,dv010,103
2026-07-01,all,ch071,dv000,104
2026-06-01,all,ch071,dv001,105
2026-07-01,all,ch071,dv002,106
2026-06-01,all,ch071,dv003,100
2026-07-01,all,ch071,dv004,101
2026-06-01,all,ch071,dv005,102
2026-07-01,all,ch071,dv006,103
2026-06-01,all,ch071,dv007,104
2026-07-01,all,ch071,dv008,105
2026-06-01,all,ch071,dv009,106
2026-07-01,all,ch071,dv010,100
2026-06-01,all,ch072,dv000,101
2026-07-01,all,ch072,dv001,102
2026-06-01,all,ch072,dv002,103
2026-07-01,all,ch072,dv003,104
2026-06-01,all,ch072,dv004,105
2026-07-01,all,ch072,dv005,106
2026-06-01,all,ch072,dv006,100
2026-07-01,all,ch072,dv007,101
2026-06-01,all,ch072,dv008,102
2026-07-01,all,ch072,dv009,103
2026-06-01,all,ch072,dv010,104
2026-07-01,all,ch073,dv000,105
2026-06-01,all,ch073,dv001,106
2026-07-01,all,ch073,dv002,100
2026-06-01,all,ch073,dv003,101
2026-07-01,all,ch073,dv004,102
2026-06-01,all,ch073,dv005,103
2026-07-01,all,ch073,dv006,104
2026-06-01,all,ch073,dv007,105
2026-07-01,all,ch073,dv008,106
2026-06-01,all,ch073,dv009,100
2026-07-01,all,ch073,dv010,101
2026-06-01,all,ch074,dv000,102
2026-07-01,all,ch074,dv001,103
2026-06-01,all,ch074,dv002,104
2026-07-01,all,ch074,dv003,105
2026-06-01,all,ch074,dv004,106
2026-07-01,all,ch074,dv005,100
2026-06-01,all,ch074,dv006,101
2026-07-01,all,ch074,dv007,102
2026-06-01,all,ch074,dv008,103
2026-07-01,all,ch074,dv009,104
2026-06-01,all,ch074,dv010,105
2026-07-01,all,ch075,dv000,106
2026-06-01,all,ch075,dv001,100
2026-07-01,all,ch075,dv002,101
2026-06-01,all,ch075,dv003,102
2026-07-01,all,ch075,dv004,103
2026-06-01,all,ch075,dv005,104
2026-07-01,all,ch075,dv006,105
2026-06-01,all,ch075,dv007,106
2026-07-01,all,ch075,dv008,100
2026-06-01,all,ch075,dv009,101
2026-07-01,all,ch075,dv010,102
2026-06-01,all,ch076,dv000,103
2026-07-01,all,ch076,dv001,104
2026-06-01,all,ch076,dv002,105
2026-07-01,all,ch076,dv003,106
2026-06-01,all,ch076,dv004,100
2026-07-01,all,ch076,dv005,101
2026-06-01,all,ch076,dv006,102
2026-07-01,all,ch076,dv007,103
2026-06-01,all,ch076,dv008,104
2026-07-01,all,ch076,dv009,105
2026-06-01,all,ch076,dv010,106
2026-07-01,all,ch077,dv000,100
2026-06-01,all,ch077,dv001,101
2026-07-01,all,ch077,dv002,102
2026-06-01,all,ch077,dv003,103
2026-07-01,all,ch077,dv004,104
2026-06-01,all,ch077,dv005,105
2026-07-01,all,ch077,dv006,106
2026-06-01,all,ch077,dv007,100
2026-07-01,all,ch077,dv008,101
2026-06-01,all,ch077,dv009,102
2026-07-01,all,ch077,dv010,103
2026-06-01,all,ch078,dv000,104
2026-07-01,all,ch078,dv001,105
2026-06-01,all,ch078,dv002,106
2026-07-01,all,ch078,dv003,100
2026-06-01,all,ch078,dv004,101
2026-07-01,all,ch078,dv005,102
2026-06-01,all,ch078,dv006,103
2026-07-01,all,ch078,dv007,104
2026-06-01,all,ch078,dv008,105
2026-07-01,all,ch078,dv009,106
2026-06-01,all,ch078,dv010,100
2026-07-01,all,ch079,dv000,101
2026-06-01,all,ch079,dv001,102
2026-07-01,all,ch079,dv002,103
2026-06-01,all,ch079,dv003,104
2026-07-01,all,ch079,dv004,105
2026-06-01,all,ch079,dv005,106
2026-07-01,all,ch079,dv006,100
2026-06-01,all,ch079,dv007,101
2026-07-01,all,ch079,dv008,102
2026-06-01,all,ch079,dv009,103
2026-07-01,all,ch079,dv010,104
2026-06-01,all,ch080,dv000,105
2026-07-01,all,ch080,dv001,106
2026-06-01,all,ch080,dv002,100
2026-07-01,all,ch080,dv003,101
2026-06-01,all,ch080,dv004,102
2026-07-01,all,ch080,dv005,103
2026-06-01,all,ch080,dv006,104
2026-07-01,all,ch080,dv007,105
2026-06-01,all,ch080,dv008,106
2026-07-01,all,ch080,dv009,100
2026-06-01,all,ch080,dv010,101
2026-07-01,all,ch081,dv000,102
2026-06-01,all,ch081,dv001,103
2026-07-01,all,ch081,dv002,104
2026-06-01,all,ch081,dv003,105
2026-07-01,all,ch081,dv004,106
2026-06-01,all,ch081,dv005,100
2026-07-01,all,ch081,dv006,101
2026-06-01,all,ch081,dv007,102
2026-07-01,all,ch081,dv008,103
2026-06-01,all,ch081,dv009,104
2026-07-01,all,ch081,dv010,105
2026-06-01,all,ch082,dv000,106
2026-07-01,all,ch082,dv001,100
2026-06-01,all,ch082,dv002,101
2026-07-01,all,ch082,dv003,102
2026-06-01,all,ch082,dv004,103
2026-07-01,all,ch082,dv005,104
2026-06-01,all,ch082,dv006,105
2026-07-01,all,ch082,dv007,106
2026-06-01,all,ch082,dv008,100
2026-07-01,all,ch082,dv009,101
2026-06-01,all,ch082,dv010,102
2026-07-01,all,ch083,dv000,103
2026-06-01,all,ch083,dv001,104
2026-07-01,all,ch083,dv002,105
2026-06-01,all,ch083,dv003,106
2026-07-01,all,ch083,dv004,100
2026-06-01,all,ch083,dv005,101
2026-07-01,all,ch083,dv006,102
2026-06-01,all,ch083,dv007,103
2026-07-01,all,ch083,dv008,104
2026-06-01,all,ch083,dv009,105
2026-07-01,all,ch083,dv010,106
2026-06-01,all,ch084,dv000,100
2026-07-01,all,ch084,dv001,101
2026-06-01,all,ch084,dv002,102
2026-07-01,all,ch084,dv003,103
2026-06-01,all,ch084,dv004,104
2026-07-01,all,ch084,dv005,105
2026-06-01,all,ch084,dv006,106
2026-07-01,all,ch084,dv007,100
2026-06-01,all,ch084,dv008,101
2026-07-01,all,ch084,dv009,102
2026-06-01,all,ch084,dv010,103
2026-07-01,all,ch085,dv000,104
2026-06-01,all,ch085,dv001,105
2026-07-01,all,ch085,dv002,106
2026-06-01,all,ch085,dv003,100
2026-07-01,all,ch085,dv004,101
2026-06-01,all,ch085,dv005,102
2026-07-01,all,ch085,dv006,103
2026-06-01,all,ch085,dv007,104
2026-07-01,all,ch085,dv008,105
2026-06-01,all,ch085,dv009,106
2026-07-01,all,ch085,dv010,100
2026-06-01,all,ch086,dv000,101
2026-07-01,all,ch086,dv001,102
2026-06-01,all,ch086,dv002,103
2026-07-01,all,ch086,dv003,104
2026-06-01,all,ch086,dv004,105
2026-07-01,all,ch086,dv005,106
2026-06-01,all,ch086,dv006,100
2026-07-01,all,ch086,dv007,101
2026-06-01,all,ch086,dv008,102
2026-07-01,all,ch086,dv009,103
2026-06-01,all,ch086,dv010,104
2026-07-01,all,ch087,dv000,105
2026-06-01,all,ch087,dv001,106
2026-07-01,all,ch087,dv002,100
2026-06-01,all,ch087,dv003,101
2026-07-01,all,ch087,dv004,102
2026-06-01,all,ch087,dv005,103
2026-07-01,all,ch087,dv006,104
2026-06-01,all,ch087,dv007,105
2026-07-01,all,ch087,dv008,106
2026-06-01,all,ch087,dv009,100
2026-07-01,all,ch087,dv010,101
2026-06-01,all,ch088,dv000,102
2026-07-01,all,ch088,dv001,103
2026-06-01,all,ch088,dv002,104
2026-07-01,all,ch088,dv003,105
2026-06-01,all,ch088,dv004,106
2026-07-01,all,ch088,dv005,100
2026-06-01,all,ch088,dv006,101
2026-07-01,all,ch088,dv007,102
2026-06-01,all,ch088,dv008,103
2026-07-01,all,ch088,dv009,104
2026-06-01,all,ch088,dv010,105
2026-07-01,all,ch089,dv000,106
2026-06-01,all,ch089,dv001,100
2026-07-01,all,ch089,dv002,101
2026-06-01,all,ch089,dv003,102
2026-07-01,all,ch089,dv004,103
2026-06-01,all,ch089,dv005,104
2026-07-01,all,ch089,dv006,105
2026-06-01,all,ch089,dv007,106
2026-07-01,all,ch089,dv008,100
2026-06-01,all,ch089,dv009,101
2026-07-01,all,ch089,dv010,102
2026-06-01,all,ch090,dv000,103
2026-07-01,all,ch090,dv001,104
2026-06-01,all,ch090,dv002,105
2026-07-01,all,ch090,dv003,106
2026-06-01,all,ch090,dv004,100
2026-07-01,all,ch090,dv005,101
2026-06-01,all,ch090,dv006,102
2026-07-01,all,ch090,dv007,103
2026-06-01,all,ch090,dv008,104
2026-07-01,all,ch090,dv009,105
2026-06-01,all,ch090,dv010,106
