day,category,channel,device,revenue_krw
2026-07-01,ct0,ch16,dv5,100
2026-06-01,ct1,ch16,dv5,101
2026-07-01,ct2,ch16,dv5,102
2026-06-01,ct3,ch16,dv5,103
2026-07-01,ct4,ch16,dv5,104
2026-06-01,ct0,ch16,dv6,105
2026-07-01,ct1,ch16,dv6,106
2026-06-01,ct2,ch16,dv6,100
2026-07-01,ct3,ch16,dv6,101
2026-06-01,ct4,ch16,dv6,102
2026-07-01,ct0,ch16,dv7,103
2026-06-01,ct1,ch16,dv7,104
2026-07-01,ct2,ch16,dv7,105
2026-06-01,ct3,ch16,dv7,106
2026-07-01,ct4,ch16,dv7,100
2026-06-01,ct0,ch17,dv0,101
2026-07-01,ct1,ch17,dv0,102
2026-06-01,ct2,ch17,dv0,103
2026-07-01,ct3,ch17,dv0,104
2026-06-01,ct4,ch17,dv0,105
2026-07-01,ct0,ch17,dv1,106
2026-06-01,ct1,ch17,dv1,100
2026-07-01,ct2,ch17,dv1,101
2026-06-01,ct3,ch17,dv1,102
2026-07-01,ct4,ch17,dv1,103
2026-06-01,ct0,ch17,dv2,104
2026-07-01,ct1,ch17,dv2,105
2026-06-01,ct2,ch17,dv2,106
2026-07-01,ct3,ch17,dv2,100
2026-06-01,ct4,ch17,dv2,101
2026-07-01,ct0,ch17,dv3,102
2026-06-01,ct1,ch17,dv3,103
2026-07-01,ct2,ch17,dv3,104
2026-06-01,ct3,ch17,dv3,105
2026-07-01,ct4,ch17,dv3,106
2026-06-01,ct0,ch17,dv4,100
2026-07-01,ct1,ch17,dv4,101
2026-06-01,ct2,ch17,dv4,102
2026-07-01,ct3,ch17,dv4,103
2026-06-01,ct4,ch17,dv4,104
2026-07-01,ct0,ch17,dv5,105
2026-06-01,ct1,ch17,dv5,106
2026-07-01,ct2,ch17,dv5,100
2026-06-01,ct3,ch17,dv5,101
2026-07-01,ct4,ch17,dv5,102
2026-06-01,ct0,ch17,dv6,103
2026-07-01,ct1,ch17,dv6,104
2026-06-01,ct2,ch17,dv6,105
2026-07-01,ct3,ch17,dv6,106
2026-06-01,ct4,ch17,dv6,100
2026-07-01,ct0,ch17,dv7,101
2026-06-01,ct1,ch17,dv7,102
2026-07-01,ct2,ch17,dv7,103
2026-06-01,ct3,ch17,dv7,104
2026-07-01,ct4,ch17,dv7,105
2026-06-01,ct0,ch18,dv0,106
2026-07-01,ct1,ch18,dv0,100
2026-06-01,ct2,ch18,dv0,101
2026-07-01,ct3,ch18,dv0,102
2026-06-01,ct4,ch18,dv0,103
2026-07-01,ct0,ch18,dv1,104
2026-06-01,ct1,ch18,dv1,105
2026-07-01,ct2,ch18,dv1,106
2026-06-01,ct3,ch18,dv1,100
2026-07-01,ct4,ch18,dv1,101
2026-06-01,ct0,ch18,dv2,102
2026-07-01,ct1,ch18,dv2,103
2026-06-01,ct2,ch18,dv2,104
2026-07-01,ct3,ch18,dv2,105
2026-06-01,ct4,ch18,dv2,106
2026-07-01,ct0,ch18,dv3,100
2026-06-01,ct1,ch18,dv3,101
2026-07-01,ct2,ch18,dv3,102
2026-06-01,ct3,ch18,dv3,103
2026-07-01,ct4,ch18,dv3,104
2026-06-01,ct0,ch18,dv4,105
2026-07-01,ct1,ch18,dv4,106
2026-06-01,ct2,ch18,dv4,100
2026-07-01,ct3,ch18,dv4,101
2026-06-01,ct4,ch18,dv4,102
2026-07-01,ct0,ch18,dv5,103
2026-06-01,ct1,ch18,dv5,104
2026-07-01,ct2,ch18,dv5,105
2026-06-01,ct3,ch18,dv5,106
2026-07-01,ct4,ch18,dv5,100
2026-06-01,ct0,ch18,dv6,101
2026-07-01,ct1,ch18,dv6,102
2026-06-01,ct2,ch18,dv6,103
2026-07-01,ct3,ch18,dv6,104
2026-06-01,ct4,ch18,dv6,105
2026-07-01,ct0,ch18,dv7,106
2026-06-01,ct1,ch18,dv7,100
2026-07-01,ct2,ch18,dv7,101
2026-06-01,ct3,ch18,dv7,102
2026-07-01,ct4,ch18,dv7,103
2026-06-01,ct0,ch19,dv0,104
2026-07-01,ct1,ch19,dv0,105
2026-06-01,ct2,ch19,dv0,106
2026-07-01,ct3,ch19,dv0,100
2026-06-01,ct4,ch19,dv0,101
2026-07-01,ct0,ch19,dv1,102
2026-06-01,ct1,ch19,dv1,103
2026-07-01,ct2,ch19,dv1,104
2026-06-01,ct3,ch19,dv1,105
2026-07-01,ct4,ch19,dv1,106
2026-06-01,ct0,ch19,dv2,100
2026-07-01,ct1,ch19,dv2,101
2026-06-01,ct2,ch19,dv2,102
2026-07-01,ct3,ch19,dv2,103
2026-06-01,ct4,ch19,dv2,104
2026-07-01,ct0,ch19,dv3,105
2026-06-01,ct1,ch19,dv3,106
2026-07-01,ct2,ch19,dv3,100
2026-06-01,ct3,ch19,dv3,101
2026-07-01,ct4,ch19,dv3,102
2026-06-01,ct0,ch19,dv4,103
2026-07-01,ct1,ch19,dv4,104
2026-06-01,ct2,ch19,dv4,105
2026-07-01,ct3,ch19,dv4,106
2026-06-01,ct4,ch19,dv4,100
2026-07-01,ct0,ch19,dv5,101
2026-06-01,ct1,ch19,dv5,102
2026-07-01,ct2,ch19,dv5,103
2026-06-01,ct3,ch19,dv5,104
2026-07-01,ct4,ch19,dv5,105
2026-06-01,ct0,ch19,dv6,106
2026-07-01,ct1,ch19,dv6,100
2026-06-01,ct2,ch19,dv6,101
2026-07-01,ct3,ch19,dv6,102
2026-06-01,ct4,ch19,dv6,103
2026-07-01,ct0,ch19,dv7,104
2026-06-01,ct1,ch19,dv7,105
2026-07-01,ct2,ch19,dv7,106
2026-06-01,ct3,ch19,dv7,100
2026-07-01,ct4,ch19,dv7,101
2026-06-01,ct0,ch20,dv0,102
2026-07-01,ct1,ch20,dv0,103
2026-06-01,ct2,ch20,dv0,104
2026-07-01,ct3,ch20,dv0,105
2026-06-01,ct4,ch20,dv0,106
2026-07-01,ct0,ch20,dv1,100
2026-06-01,ct1,ch20,dv1,101
2026-07-01,ct2,ch20,dv1,102
2026-06-01,ct3,ch20,dv1,103
2026-07-01,ct4,ch20,dv1,104
2026-06-01,ct0,ch20,dv2,105
2026-07-01,ct1,ch20,dv2,106
2026-06-01,ct2,ch20,dv2,100
2026-07-01,ct3,ch20,dv2,101
2026-06-01,ct4,ch20,dv2,102
2026-07-01,ct0,ch20,dv3,103
2026-06-01,ct1,ch20,dv3,104
2026-07-01,ct2,ch20,dv3,105
2026-06-01,ct3,ch20,dv3,106
2026-07-01,ct4,ch20,dv3,100
2026-06-01,ct0,ch20,dv4,101
2026-07-01,ct1,ch20,dv4,102
2026-06-01,ct2,ch20,dv4,103
2026-07-01,ct3,ch20,dv4,104
2026-06-01,ct4,ch20,dv4,105
2026-07-01,ct0,ch20,dv5,106
2026-06-01,ct1,ch20,dv5,100
2026-07-01,ct2,ch20,dv5,101
2026-06-01,ct3,ch20,dv5,102
2026-07-01,ct4,ch20,dv5,103
2026-06-01,ct0,ch20,dv6,104
2026-07-01,ct1,ch20,dv6,105
2026-06-01,ct2,ch20,dv6,106
2026-07-01,ct3,ch20,dv6,100
2026-06-01,ct4,ch20,dv6,101
2026-07-01,ct0,ch20,dv7,102
2026-06-01,ct1,ch20,dv7,103
2026-07-01,ct2,ch20,dv7,104
2026-06-01,ct3,ch20,dv7,105
2026-07-01,ct4,ch20,dv7,106
2026-06-01,ct0,ch21,dv0,100
2026-07-01,ct1,ch21,dv0,101
2026-06-01,ct2,ch21,dv0,102
2026-07-01,ct3,ch21,dv0,103
2026-06-01,ct4,ch21,dv0,104
2026-07-01,ct0,ch21,dv1,105
2026-06-01,ct1,ch21,dv1,106
2026-07-01,ct2,ch21,dv1,100
2026-06-01,ct3,ch21,dv1,101
2026-07-01,ct4,ch21,dv1,102
2026-06-01,ct0,ch21,dv2,103
2026-07-01,ct1,ch21,dv2,104
2026-06-01,ct2,ch21,dv2,105
2026-07-01,ct3,ch21,dv2,106
2026-06-01,ct4,ch21,dv2,100
2026-07-01,ct0,ch21,dv3,101
2026-06-01,ct1,ch21,dv3,102
2026-07-01,ct2,ch21,dv3,103
2026-06-01,ct3,ch21,dv3,104
2026-07-01,ct4,ch21,dv3,105
2026-06-01,ct0,ch21,dv4,106
2026-07-01,ct1,ch21,dv4,100
2026-06-01,ct2,ch21,dv4,101
2026-07-01,ct3,ch21,dv4,102
2026-06-01,ct4,ch21,dv4,103
2026-07-01,ct0,ch21,dv5,104
2026-06-01,ct1,ch21,dv5,105
2026-07-01,ct2,ch21,dv5,106
2026-06-01,ct3,ch21,dv5,100
2026-07-01,ct4,ch21,dv5,101
2026-06-01,ct0,ch21,dv6,102
2026-07-01,ct1,ch21,dv6,103
2026-06-01,ct2,ch21,dv6,104
2026-07-01,ct3,ch21,dv6,105
2026-06-01,ct4,ch21,dv6,106
2026-07-01,ct0,ch21,dv7,100
2026-06-01,ct1,ch21,dv7,101
2026-07-01,ct2,ch21,dv7,102
2026-06-01,ct3,ch21,dv7,103
2026-07-01,ct4,ch21,dv7,104
2026-06-01,ct0,ch22,dv0,105
2026-07-01,ct1,ch22,dv0,106
2026-06-01,ct2,ch22,dv0,100
2026-07-01,ct3,ch22,dv0,101
2026-06-01,ct4,ch22,dv0,102
2026-07-01,ct0,ch22,dv1,103
2026-06-01,ct1,ch22,dv1,104
2026-07-01,ct2,ch22,dv1,105
2026-06-01,ct3,ch22,dv1,106
2026-07-01,ct4,ch22,dv1,100
2026-06-01,ct0,ch22,dv2,101
2026-07-01,ct1,ch22,dv2,102
2026-06-01,ct2,ch22,dv2,103
2026-07-01,ct3,ch22,dv2,104
2026-06-01,ct4,ch22,dv2,105
2026-07-01,ct0,ch22,dv3,106
2026-06-01,ct1,ch22,dv3,100
2026-07-01,ct2,ch22,dv3,101
2026-06-01,ct3,ch22,dv3,102
2026-07-01,ct4,ch22,dv3,103
2026-06-01,ct0,ch22,dv4,104
2026-07-01,ct1,ch22,dv4,105
2026-06-01,ct2,ch22,dv4,106
2026-07-01,ct3,ch22,dv4,100
2026-06-01,ct4,ch22,dv4,101
2026-07-01,ct0,ch22,dv5,102
2026-06-01,ct1,ch22,dv5,103
2026-07-01,ct2,ch22,dv5,104
2026-06-01,ct3,ch22,dv5,105
2026-07-01,ct4,ch22,dv5,106
2026-06-01,ct0,ch22,dv6,100
2026-07-01,ct1,ch22,dv6,101
2026-06-01,ct2,ch22,dv6,102
2026-07-01,ct3,ch22,dv6,103
2026-06-01,ct4,ch22,dv6,104
2026-07-01,ct0,ch22,dv7,105
2026-06-01,ct1,ch22,dv7,106
2026-07-01,ct2,ch22,dv7,100
2026-06-01,ct3,ch22,dv7,101
2026-07-01,ct4,ch22,dv7,102
2026-06-01,ct0,ch23,dv0,103
2026-07-01,ct1,ch23,dv0,104
2026-06-01,ct2,ch23,dv0,105
2026-07-01,ct3,ch23,dv0,106
2026-06-01,ct4,ch23,dv0,100
2026-07-01,ct0,ch23,dv1,101
2026-06-01,ct1,ch23,dv1,102
2026-07-01,ct2,ch23,dv1,103
2026-06-01,ct3,ch23,dv1,104
2026-07-01,ct4,ch23,dv1,105
2026-06-01,ct0,ch23,dv2,106
2026-07-01,ct1,ch23,dv2,100
2026-06-01,ct2,ch23,dv2,101
2026-07-01,ct3,ch23,dv2,102
2026-06-01,ct4,ch23,dv2,103
2026-07-01,ct0,ch23,dv3,104
2026-06-01,ct1,ch23,dv3,105
2026-07-01,ct2,ch23,dv3,106
2026-06-01,ct3,ch23,dv3,100
2026-07-01,ct4,ch23,dv3,101
2026-06-01,ct0,ch23,dv4,102
2026-07-01,ct1,ch23,dv4,103
2026-06-01,ct2,ch23,dv4,104
2026-07-01,ct3,ch23,dv4,105
2026-06-01,ct4,ch23,dv4,106
2026-07-01,ct0,ch23,dv5,100
2026-06-01,ct1,ch23,dv5,101
2026-07-01,ct2,ch23,dv5,102
2026-06-01,ct3,ch23,dv5,103
2026-07-01,ct4,ch23,dv5,104
2026-06-01,ct0,ch23,dv6,105
2026-07-01,ct1,ch23,dv6,106
2026-06-01,ct2,ch23,dv6,100
2026-07-01,ct3,ch23,dv6,101
2026-06-01,ct4,ch23,dv6,102
2026-07-01,ct0,ch23,dv7,103
2026-06-01,ct1,ch23,dv7,104
2026-07-01,ct2,ch23,dv7,105
2026-06-01,ct3,ch23,dv7,106
2026-07-01,ct4,ch23,dv7,100
2026-06-01,ct0,ch24,dv0,101
2026-07-01,ct1,ch24,dv0,102
2026-06-01,ct2,ch24,dv0,103
2026-07-01,ct3,ch24,dv0,104
2026-06-01,ct4,ch24,dv0,105
2026-07-01,ct0,ch24,dv1,106
2026-06-01,ct1,ch24,dv1,100
2026-07-01,ct2,ch24,dv1,101
2026-06-01,ct3,ch24,dv1,102
2026-07-01,ct4,ch24,dv1,103
2026-06-01,ct0,ch24,dv2,104
2026-07-01,ct1,ch24,dv2,105
2026-06-01,ct2,ch24,dv2,106
2026-07-01,ct3,ch24,dv2,100
2026-06-01,ct4,ch24,dv2,101
2026-07-01,ct0,ch24,dv3,102
2026-06-01,ct1,ch24,dv3,103
2026-07-01,ct2,ch24,dv3,104
2026-06-01,ct3,ch24,dv3,105
2026-07-01,ct4,ch24,dv3,106
2026-06-01,ct0,ch24,dv4,100
2026-07-01,ct1,ch24,dv4,101
2026-06-01,ct2,ch24,dv4,102
2026-07-01,ct3,ch24,dv4,103
2026-06-01,ct4,ch24,dv4,104
2026-07-01,ct0,ch24,dv5,105
2026-06-01,ct1,ch24,dv5,106
2026-07-01,ct2,ch24,dv5,100
2026-06-01,ct3,ch24,dv5,101
2026-07-01,ct4,ch24,dv5,102
2026-06-01,ct0,ch24,dv6,103
2026-07-01,ct1,ch24,dv6,104
2026-06-01,ct2,ch24,dv6,105
2026-07-01,ct3,ch24,dv6,106
2026-06-01,ct4,ch24,dv6,100
2026-07-01,ct0,ch24,dv7,101
2026-06-01,ct1,ch24,dv7,102
2026-07-01,ct2,ch24,dv7,103
2026-06-01,ct3,ch24,dv7,104
2026-07-01,ct4,ch24,dv7,105
2026-06-01,ct0,ch25,dv0,106
2026-07-01,ct1,ch25,dv0,100
2026-06-01,ct2,ch25,dv0,101
2026-07-01,ct3,ch25,dv0,102
2026-06-01,ct4,ch25,dv0,103
2026-07-01,ct0,ch25,dv1,104
2026-06-01,ct1,ch25,dv1,105
2026-07-01,ct2,ch25,dv1,106
2026-06-01,ct3,ch25,dv1,100
2026-07-01,ct4,ch25,dv1,101
2026-06-01,ct0,ch25,dv2,102
2026-07-01,ct1,ch25,dv2,103
2026-06-01,ct2,ch25,dv2,104
2026-07-01,ct3,ch25,dv2,105
2026-06-01,ct4,ch25,dv2,106
2026-07-01,ct0,ch25,dv3,100
2026-06-01,ct1,ch25,dv3,101
2026-07-01,ct2,ch25,dv3,102
2026-06-01,ct3,ch25,dv3,103
2026-07-01,ct4,ch25,dv3,104
2026-06-01,ct0,ch25,dv4,105
2026-07-01,ct1,ch25,dv4,106
2026-06-01,ct2,ch25,dv4,100
2026-07-01,ct3,ch25,dv4,101
2026-06-01,ct4,ch25,dv4,102
2026-07-01,ct0,ch25,dv5,103
2026-06-01,ct1,ch25,dv5,104
2026-07-01,ct2,ch25,dv5,105
2026-06-01,ct3,ch25,dv5,106
2026-07-01,ct4,ch25,dv5,100
2026-06-01,ct0,ch25,dv6,101
2026-07-01,ct1,ch25,dv6,102
2026-06-01,ct2,ch25,dv6,103
2026-07-01,ct3,ch25,dv6,104
2026-06-01,ct4,ch25,dv6,105
2026-07-01,ct0,ch25,dv7,106
2026-06-01,ct1,ch25,dv7,100
2026-07-01,ct2,ch25,dv7,101
2026-06-01,ct3,ch25,dv7,102
2026-07-01,ct4,ch25,dv7,103
